No;Kode Dealer;Nama Dealer;Kode Main Dealer
1871;12286;DIMAS MOTOR;M2Z
1872;856;SABAR SERVICE;B3Z
1873;13523;PUTRA MOJOPAHIT MOTOR;M2Z
1874;6640;DINAMIS MOTOR;M2Z
1875;8009;ABIMANYU MOTOR;H2Z
1876;1246;BIMA SAKTI;I3Z
1877;1894;SEJAHTERA;I3Z
1878;9644;RADEN INTEN;I3Z
1879;1005;SANGRILA;I3Z
1880;7514;FARHAN;I3Z
1881;8102;GRIYA JAYA ABADI;I3Z
1882;8968;MANDIRI;I3Z
1883;1235;PRATAMA;I3Z
1884;2031;SINAR SAKTI MOTOR;K0Z
1885;16642;UD FATHIR;N02
1886;8712;SEJAHTERA HARMONI MOTOR;H2Z
1887;1663;JOMBANG JAYA;I3Z
1888;1429;KEBUMEN;I3Z
1889;1578;UD BUANA;R5Z
1890;17342;CV BOBO  MOTOR;R5Z
1891;2096;EKA JAYA;K0Z
1892;438;VIRGO MOTOR;N02
1893;9202;NYAPAH MOTOR;J20
1894;8095;MUSTIKA MOTOR;J20
1895;16940;FAJAR LESTARI;Q01
1896;13760;MOTO CARE;H2Z
1897;8994;TIGOR MOTOR;E20
1898;16903;BY PASS MOTOR 5;K0Z
1899;1394;JAMPANG MOTOR II;I3Z
1900;830;BY PASS MOTOR 2;K0Z
1901;9323;TELAGA MOTOR;G02
1902;1115;MAJU JAYA MOTOR;K0Z
1903;8756;MITRA UTAMA MOTOR;J20
1904;709;DOANJA MOTOR;Z11
1905;7523;BERDIKARI MOTOR;C10
1906;278;SS  21  S;N01
1907;2520;UD CEMERLANG MOTOR;N01
1908;11589;UD. KERUAK JAYA MOTOR;N02
1909;8716;WANDA SERVICE;B3Z
1910;8717;FAHMI SERVIS;B3Z
1911;1608;W.A.M;K0Z
1912;2562;BULUGUL MARAM;T10
1913;1547;SINAR INTAN MOTOR;T10
1914;603;UNION ABADI;I3Z
1915;459;UNION SENTOSA;I3Z
1916;1422;CAHAYA SERVIS;B10
1917;2257;WIRA BHAKTI;R4Z
1918;1278;AIRLANGGA;I3Z
1919;1363;MAKESA PRIMA MOTOR;W01
1920;1472;ZONA;I3Z
1921;17833;SARIO JAYA;U10
1922;9076;KARYA SERVIS, UD;B10
1923;8169;KEMANG;I3Z
1924;15005;RAYFISHA GLOBAL MOTOR;W01
1925;2714;CENTRAL MOTOR;M2Z
1926;1599;PUTRA SULAWESISEDJATI PERKASA;U10
1927;1289;REJEKI;M2Z
1928;10150;MITA SAYANG SERVICE;B3Z
1929;12654;ARKAN MOTOR;T10
1930;1968;BIMA SAKTI MOTOR;J20
1931;8913;ANUGERAH BERKAT MOTOR;B10
1932;1315;PRIMA JAYA SERVICE;D2Z
1933;1842;TIMOR JAYA;B3Z
1934;15124;GLORIA MOTOR;K0Z
1935;16448;GADING SERPONG MOTOR;I3Z
1936;1919;KARYA AGUNG;K0Z
1937;17022;PERSADA MOTOR;K0Z
1938;2117;YAN MOTOR;G02
1939;13619;AGISTA RIYANTO;K0Z
1940;6933;MENOREH SAKTI MOTOR;K0Z
1941;1820;UD TUGU SEKAWAN;K0Z
1942;17464;PO PANDU MOTOR;M2Z
1943;156;BENO MITRA;H2Z
1944;12959;ANUGERAH NIAGA PADANG;C3Z
1945;442;UD LANGOAN JAYA;M2Z
1946;6885;SERDANG;I3Z
1947;1637;LODAN;I3Z
1948;5267;SARINIAGA MOTOR BALI;N01
1949;350;RASYID MOTOR;M3Z
1950;1823;INTI MOTOR II;L01
1951;1025;BINTANG SAKTI;K0Z
1952;13217;CV. BIMA SAKTI MOTOR;G01
1953;12163;ROFI MOTOR;G01
1954;1747;UMAR JAYA;M2Z
1955;7237;HD MOTOR 99;M2Z
1956;2203;LUMBANG;M2Z
1957;1468;BINA MOTOR;M2Z
1958;889;WARU JAYA MOTOR II;M2Z
1959;11321;RAMAYANA SRIKANDI MOTOR;M2Z
1960;15294;UD. DAM JAYA MOTOR I;M2Z
1961;778;LANCAR MOTOR;M2Z
1962;7517;SAHABAT MOTOR;E20
1963;2781;RAMA MOTOR;J10
1964;10060;MENTARI SERVICE;C3Z
1965;210;54 MOTOR, CV;K0Z
1966;1213;GAWEREJO MOTOR;K0Z
1967;10707;GELORA SERUYAN MOTOR;T10
1968;15922;KERENG MOTOR;T10
1969;11295;HD MOTOR 99;M2Z
1970;1798;SUMA PAMENANG;M2Z
1971;394;SAHABAT SERVIS;B10
1972;8449;MATRIX MOTOR;Q01
1973;10738;RIZMA BAWEAN MOTOR;M2Z
1974;7080;UD. BK MOTOR;N02
1975;446;GAMA MOTOR;N02
1976;11590;PRONOBIS MOTOR;N02
1977;8953;SIMIN SERVICE;B3Z
1978;351;SAMURI MOTOR;M3Z
1979;8821;VINCENT MOTOR;G01
1980;1494;TOFIRIF MOTOR;M2Z
1981;1177;BAROKAH MOTOR;M2Z
1982;8269;SHUKOI MOTOR;M2Z
1983;8334;WAHYU PURNAMA MOTOR;M2Z
1984;8854;KENDAL JAYA MOTOR;M2Z
1985;2008;99 JAYA MOTOR;M2Z
1986;7009;BANGIL MOTOR;M2Z
1987;8018;NIAGA UTAMA SEJAHTERA II;M2Z
1988;6546;SINAR WIJAYA MOTOR, CV;M2Z
1989;15450;SATRIA JAYA PERKASA MOTOR;M2Z
1990;6391;ERLINGGA MOTOR;M2Z
1991;844;SIDOMAKMUR MOTOR;M3Z
1992;10609;PERMATA MOTOR;J10
1993;12737;CV. MULTI SUCCESS HANDELAR;J10
1994;2231;KARYA MOTOR;T10
1995;2627;GARUDA MOTOR ;M2Z
1996;10682;TANGSE MOTOR;B3Z
1997;1420;TAKASI JAYA;B10
1998;10668;SETIAWAN MOTOR;L01
1999;16702;SUKARAJA MOTOR;J10
2000;17201;PT NUSANTARA SURYA SAKTI;G01
2001;7269;SURYA SIWA;Z11
2002;13838;CV BHINNEKA BAGUS;H2Z
2003;6361;PERKASA HONDA SERVICE;L01
2004;1635;GORO  MOTOR  SERVIS;D2Z
2005;8019;NIAGA UTAMA SEJAHTERA III;M2Z
2006;15460;AHASS BERKAH;M2Z
2007;13027;PT. MITRA PINASTHIKA MUSTIKA;M2Z
2008;10349;SETIA KAWAN MOTOR;M2Z
2009;2065;ASMONO MOTOR;M3Z
2010;16408;PUTRA GEMILANG;M2Z
2011;9628;AMIN MOTOR;H2Z
2012;960;SUMBER JAYA SAKTI;K0Z
2013;1081;PORIS;I3Z
2014;12596;KENCANA SAKTI MOTOR;B10
2015;1067;TLOGOMAS MOTOR;M3Z
2016;13831;KHARINA MOTOR;M2Z
2017;1753;PANDAN MULYA;M2Z
2018;1906;PANDAWA MOTOR;J10
2019;8512;MEGA MOTOR;L01
2020;6306;TRI PUSAKA MOTOR;J10
2021;13380;ANUGERAH NIAGA LUBUK SIKAPING;C3Z
2022;3552;COLOMBO PRIMA ARTHA ;L01
2023;10829;AHMAD MOTOR;J10
2024;6430;TRIMITRA USAHA MANUNGGAL;I3Z
2025;6916;SUBUR JAYA;J10
2026;16636;SELIKUR JAYA MOTOR;J20
2027;9258;TOKO SURYA;K0Z
2028;12739;CV.SAUDARA DUA;K0Z
2029;865;AGUNG MOTOR II;K0Z
2030;13819;BAROKAH MOTOR;G01
2031;4757;NGABEAN MOTOR;L01
2032;1304;SIDORAHAYU KARYA GEMILANG;L01
2033;9142;KEMALA MOTOR;N01
2034;13082;MEGAH UTAMA;V2Z
2035;204;DARMO;J10
2036;8335;SEJAHTERA MOTOR;M2Z
2037;15970;SETIO 2 MOTOR;M2Z
2038;795;GUNAWAN MOTOR;M3Z
2039;9254;CV. CITRA SEJAHTERA UTAMA;G01
2040;1239;HMC SERVICE;B3Z
2041;6955;SAFA MARWAH MOTOR;T10
2042;1710;BLPT YOGYA;L01
2043;7584;MITRA SEJATI MOTOR;L01
2044;915;YOGA HONDA SERVICE;L01
2045;10090;DWI JATI AGUNG;N01
2046;2818;KARYA GEMILANG;K0Z
2047;1606;SETIA KAWAN MOTOR;L01
2048;6283;TOTAL HONDA MOTOR;L01
2049;1760;KURNIA MOTOR;W01
2050;7143;ANUGERAH MOTOR;L01
2051;13049;GANESHA PUTRA;K0Z
2052;7581;SHINTA MOTOR KLAMPOK;L01
2053;2801;SHINTA MOTOR;L01
2054;12361;PANDAN HONDA SERVIS;B10
2055;15069;SALMA MOTOR;T10
2056;14010;ASKAS BANUA MOTOR;T10
2057;7560;HELMI MOTOR;J10
2058;15023;UD. ULUWATU;N01
2059;1173;BUMI ARTHA, PD.;N01
2060;10122;MITRA HONDA MOTOR;B3Z
2061;6786;INDAH JAYA MOTOR;K0Z
2062;10659;RAJAWALI MOTOR;N02
2063;9463;SEJAHTERA HIKMAH SEKAWAN, PT;J10
2064;2573;SUMBER REJEKIJABAR;J10
2065;10827;GRAHA KARYA;J10
2066;6947;KARUNIA MOTOR;J10
2067;6662;BERKAT RR ABADI, CV;J10
2068;7151;DAYA GUNA MOTOR;J10
2069;11430;PT DAYA ANUGRAH MANDIRI;J10
2070;15017;UD RIZKI SAPUTRA;N02
2071;9067;KURNIA MOTOR;N02
2072;197;GEMPOL MOTOR;J10
2073;6488;BERSAMA JAYA PRIMA;J10
2074;765;WIJAYA MOTOR;J10
2075;1257;TUNGGUL MITRA SEJATI;J10
2076;9232;USAHA BARU MOTOR;J10
2077;7916;FAJAR MOTOR;W01
2078;11945;REVIYA JAYA MOTOR;T10
2079;9025;BUDIANA,CV;T10
2080;6842;SPARTA JAYA, CV;W01
2081;1870;ANDA, CV.;N01
2082;14023;CV PARIS;N01
2083;893;WILIES MOTOR;K0Z
2084;8120;DWIPA JAYA MOTOR;W01
2085;15909;CENDRAWASIH JAYA MOTOR;W01
2086;1001;PRIMA JAYA ABADI;K0Z
2087;7958;KENCANA ABADI MOTOR;K0Z
2088;2095;SIDODADI MOTOR;K0Z
2089;2106;WARAS MOTOR;K0Z
2090;9650;KURNIA SAKTI;K0Z
2091;2151;MAJU MOTOR;K0Z
2092;17119;CV AW MOTOR;K0Z
2093;7641;KOKO MOTOR;K0Z
2094;919;BRAHMA MOTOR;K0Z
2095;1119;SUMBER;K0Z
2096;544;KLATEN HONDA SERVIS;K0Z
2097;1019;ASLI MOTOR KLATEN;K0Z
2098;1357;SS. SURYA KENCANA;T10
2099;8266;TOKO AGUNG;M2Z
2100;961;KARTIKA MOTOR II;K0Z
2101;862;SUPER MOTOR;W01
2102;1219;UD. AJIMA MOTOR;K0Z
2103;1973;ANEKA MOTOR;H2Z
2104;6897;IEFA MITRA MOTOR;W01
2105;1109;TOKO MENAJAYA MOTOR;K0Z
2106;6696;MITRA ABADI MOTOR;J20
2107;15210;BENGKEL NURWAHIDAH;Z11
2108;16548;BARU SERVICE;B3Z
2109;557;SARANA;I3Z
2110;8113;SALIM MOTOR;H2Z
2111;13408;PT AISAA JAYA ABADI;I3Z
2112;1396;MAJU JAYA III;I3Z
2113;4767;NEW INDOERA INTAN MOTOR;I3Z
2114;8189;JAYA MAKMUR 2;I3Z
2115;1004;ANEKA MOTOR III;I3Z
2116;1725;TARUNA;I3Z
2117;6950;ARIEF BINA SELARAS;I3Z
2118;10701;LUHOS MOTOR;H2Z
2119;2078;PERMATA MOTOR;H2Z
2120;8173;SAFA;I3Z
2121;16637;UD  SANJAYA MOTOR;N01
2122;8705;DARWIS'S MOTOR;H2Z
2123;1869;SURYA KENCANA MOTOR;H2Z
2124;757;HARAPAN MOTOR II;E20
2125;10699;KARUNIA JAYA;K0Z
2126;1374;INDAH MOTOR;B3Z
2127;12663;CV.SURYA MITRA;K0Z
2128;6820;BENGKEL MORODADI;K0Z
2129;16580;ROBBY JAYA MOTOR;M2Z
2130;1373;UTAMA SERVIS;B3Z
2131;10645;SUKMA MOTOR;W01
2132;11663;SINAR JAYA MOTOR;R4Z
2133;11086;KARYA SEMESTA JAYA;D2Z
2134;4968;TOKO PIET;M2Z
2135;6987;WIRA SETIA NUGRAHA;I3Z
2136;6875;INDAH MOTOR;R4Z
2137;1945;RATU MOTOR;V2Z
2138;10711;AULIA SERVICE;D2Z
2139;1810;KRANGGAN AJI MOTOR 2;K0Z
2140;113;KANGGOTAN MOTOR;K0Z
2141;9688;SUMBER MAKMUR ABADI;K0Z
2142;1656;MERCUSUAR SAKTI;K0Z
2143;10012;RAHMAT SAMBAS MOTOR;Q01
2144;7230;PAGEBANGAN MOTOR;J20
2145;10740;DAMARA MOTOR;H2Z
2146;7005;ANDRI MOTOR;H2Z
2147;13965;SATRIA JAYA MOTOR;M2Z
2148;1062;DIN JAYA MOTOR;M2Z
2149;15448;SUMBER AGUNG MOTOR;M2Z
2150;848;ROSE MOTOR;L01
2151;8327;PANGLIMA MOTOR;M2Z
2152;1437;GRAHA MOTOR;M2Z
2153;843;LINDA JAYA MOTOR UD;M2Z
2154;12678;LA DAINAH MOTOR;M2Z
2155;931;HADI MOTOR;L01
2156;7541;SEKAWAN MOTOR;L01
2157;16649;BUDI UTAMA MOTOR;M2Z
2158;16217;ARIS SERVIS;C3Z
2159;7609;PANDU MITRA MOTOR II;B10
2160;7058;BALI SERVICE;B3Z
2161;1391;KAPUK PERMAI;I3Z
2162;6743;UD SANTOSO;L01
2163;2617;BENGKEL JOGLO;K0Z
2164;15586;TOKO NIAGA JAYA;B10
2165;7275;AHASS LANGOAN JAYA 2;M2Z
2166;343;HONDA SERVIS;B10
2167;346;AHASS TANJUNG MOTOR;M2Z
2168;9114;NGAGEL MOTOR;M2Z
2169;1424;AREMA MOTOR;G01
2170;7657;BUANA CHANDRA RAYA;L01
2171;9035;ELSYA MIDYA MOTOR;E20
2172;8210;UBER ANUGERAH MOTOR;H2Z
2173;1433;BANTUL MOTOR WAHANA MAJU;L01
2174;16716;DELI ANDALAS MOTOR;B10
2175;12347;DELI ANDALAS MOTOR;B10
2176;18067;CV. SUMBER HASIL ABADI;L01
2177;7662;SIMONGAN JAYA;K0Z
2178;1964;KODYA MOTOR II;C10
2179;297;TUNAS DWIPA MATRA;H2Z
2180;2176;YANTO MOTOR;L01
2181;1061;ROMA MOTOR;M2Z
2182;16402;KING MOTOR;I3Z
2183;2103;JAYA SERVIS;B10
2184;9137;BERLIAN JAYA MOTOR;R5Z
2185;9229;LINDA JAYA II;M2Z
2186;6392;TIGA SAUDARA, UD;M2Z
2187;15166;CORDOVA MOTOR;G01
2188;2531;SUPRA KENCANA SUKSES;D3Z
2189;2578;CV. LEO JAYA;I3Z
2190;13150;HARAPAN JAYA MOTOR;V2Z
2191;10669;TEMBI JAYA MOTOR;L01
2192;8935;ROBBY MOTOR;J10
2193;11489;JUAN MOTOR;C10
2194;666;SAMURA MOTOR;D2Z
2195;15291;MEGA BINTANG MOTOR;M2Z
2196;15101;OSIN MOTOR;N01
2197;9929;KHARISMA MOTOR;M2Z
2198;12619;ASLI MOTOR;K0Z
2199;455;BINTANG TERANG;W01
2200;12794;ARINDA PRIMA;I3Z
2201;13134;KING MOTOR;U10
2202;1270;ANEKA MOTOR;K0Z
2203;1290;AL HIKMAH MOTOR;M2Z
2204;16372;DAYA ANUGRAH MANDIRI;J10
2205;16832;CAHAYA BARU;Q01
2206;8027;INDRA SERVIS;B10
2207;2159;LION SERVIS;D2Z
2208;887;ASEM BAGUS MOTOR;M2Z
2209;6797;UD SUMBER MAS MOTOR;M2Z
2210;2763;ALFA HONDA SERVICE;L01
2211;8073;FAN MOTOR;K0Z
2212;3134;ASLI MOTOR KLATEN;L01
2213;16410;ANUGRAH MOTOR;M2Z
2214;1800;DIN JAYA II;M2Z
2215;10932;HAEDAR MOTOR;H2Z
2216;124;EMMA JAYA I;M2Z
2217;9587;JAWA MOTOR;Q01
2218;6993;INSANI DUA;L01
2219;368;HORISON MOTOR;K0Z
2220;1012;TARUNA STAR MOTOR;K0Z
2221;879;BUARAN INDAH MOTOR;I3Z
2222;1353;KIARA SAKTI MOTOR;J20
2223;6660;SARANG MOTOR;L01
2224;6320;BOY KARYA;C3Z
2225;16309;DILLAN KAVEN LESTARI;U10
2226;10245;PANDOWO;M2Z
2227;374;PANGLIMA MOTOR;M2Z
2228;1766;TOTAL;I3Z
2229;12187;MAJU MOTOR;M2Z
2230;12870;AMIN JAYA MOTOR;M2Z
2231;355;AHASS LESAN PURO;M2Z
2232;1986;AHASS JAYA MAKMUR;M2Z
2233;7428;SUMBER MAKMUR;M3Z
2234;15843;EMHA MOTOR;N02
2235;744;PERDANA KOPO MOTOR;J10
2236;8034;CHIKARA, CV;J10
2237;16219;ANI JAYA MOTOR;D3Z
2238;1037;LINA MOTOR;N02
2239;2154;MAN SERVIS;C3Z
2240;8587;KALIMAS MOTOR;Q01
2241;15212;PT. ARMADA TUNAS JAYA;L01
2242;6413;LAMPUNG MOTOR II;H2Z
2243;16763;DWI KARYA SWAKARSA;B10
2244;2615;LESAN PURO II;M2Z
2245;6980;SURYA WIJAYA MOTOR;J10
2246;2684;MAYA KEISHA MOTOR;J10
2247;8204;BUANA JAYA CEMERLANG;J10
2248;9729;FAHYA JAYA;J10
2249;2710;SUMBER REJEKI JABAR PUTRA, PT;J10
2250;14015;PT DAYA ANUGRAH MANDIRI;J10
2251;8762;FEDERAL MOTOR;W01
2252;3755;EXPO BIREUEN;B3Z
2253;1282;RAMA;I3Z
2254;377;ERISA MOTOR;L01
2255;8308;STAR JAYA;L01
2256;7675;LESTARI MOTORINDO JAYA;G01
2257;4273;KENCANA MOTOR;M3Z
2258;1330;CEMERLANG;I3Z
2259;9110;WAKURU MOTOR;W01
2260;9641;CAHAYA DINAMIKA;I3Z
2261;9032;NAILA MOTOR;L01
2262;7643;SERVICE REMAJA MOTOR;W01
2263;2648;BANTEN PRATAMA MOTOR;J20
2264;8096;MANDIRI MOTOR;G01
2265;12162;MANUNGGAL BAHAGIA MOTOR;G01
2266;7511;PRIMA MOTOR MASOHI;W01
2267;18685;KARUNIA ABADI JAYA;K0Z
2268;15204;MULIA JAYA;T10
2269;15022;ISTANA MOTOR;R4Z
2270;381;SS SELAMET;N01
2271;13908;RAJA MOTOR;I3Z
2272;9326;LORENZA MOTOR;G02
2273;14093;IQBAL MOTOR;G02
2274;6742;ASLI MOTOR KLATEN;L01
2275;11844;ASAPARIS JAYA;N01
2276;6952;CENTRAL MOTOR;I3Z
2277;6012;USAHA SUNGAI MAS II;B10
2278;15601;ACID MOTOR;J10
2279;6852;SINAR MAS II;J10
2280;2006;BANGKINANG JAYA;B3Z
2281;15442;TEMPUREJO MOTOR;M2Z
2282;7620;PUTRA RAMA JAYA;M2Z
2283;7067;DANNY MOTOR;M3Z
2284;11395;METRO JAYA MANDIRI;V2Z
2285;641;SANTOSO MOTOR;M2Z
2286;17264;CV. KETINTANG REJO;M2Z
2287;6548;AHASS MITRA MOTOR;M2Z
2288;1442;DIRGAHAYU ABADI;M2Z
2289;9041;ABF MOTOR II;M2Z
2290;9155;BADORAY KUAMANG;E20
2291;2532;JAYA SERVIS;D2Z
2292;10430;RINGIN RAYA MOTOR;M3Z
2293;7146;BAYU SERVIS;B10
2294;1340;ASLI MOTOR;K0Z
2295;9013;OK MOTOR;M2Z
2296;8001;DUTA MOTOR;M2Z
2297;2609;FARCHAN JAYA MOTOR;M2Z
2298;1634;ANDA MOTOR;M2Z
2299;6405;KOLAM RAJA MOTOR;B10
2300;14009;PT. ARMADA TUNASJAYA ABADI;R4Z
2301;15974;ALEXSANDER BERSAUDARA SEJAHTERA;D3Z
2302;7612;TEKNIK III;B10
2303;10652;PRIMA MOTOR;Q01
2304;8091;MEGA MOTOR;Q01
2305;10034;PRIMA MOTOR;Q01
2306;337;CAPELLA SERVICE CENTRE -SETIA BUDHI;D2Z
2307;214;UKS. LANGGENG SERVICE;K0Z
2308;809;63 MOTOR;N01
2309;8193;SAMPTA JAYA;Z11
2310;7497;LIBRA MOTOR;C10
2311;6517;HABIBY SERVIS;B10
2312;8029;PACIFIC SERVIS;B10
2313;2320;SS.WIRA USAHA;T10
2314;10839;BINA MOTOR;Q01
2315;14018;VEYRON MOTOR;Q01
2316;7233;A CHAU MOTOR;Q01
2317;10049;SOREK UNION MOTOR;D2Z
2318;10670;BALI MOTOR;L01
2319;2259;SENTRAL SAKTI;R4Z
2320;9626;CENTRAL MOTOR;T10
2321;10700;JUARA MOTOR;H2Z
2322;8966;RAJA MOTOR;H2Z
2323;11398;PRIMAJAYA MOTOR III;H2Z
2324;16834;UD. KAWEDAR MOTOR;M3Z
2325;12068;GAJAH MADA MOTOR;H2Z
2326;1432;COLOMBO PRIMA ARTHA LESTARI;L01
2327;10300;HIDAYAT MOTOR;Q01
2328;7539;HPM PUTRA MOTOR;Q01
2329;6899;ANEKA JAYA;Q01
2330;16273;PANTON SABENA SERVICE;B3Z
2331;17179;CV. NAMORA PANALUAN MOTOR;M2Z
2332;292;HAYATI SERVIS;C3Z
2333;15720;MANDALA JAYA ABADI;I3Z
2334;11797;BUDIMAN MOTOR;J10
2335;13728;PT CAHAYA JAYA ABADI;B3Z
2336;335;HARAPAN BARU;B3Z
2337;16682;SIULAN MOTOR;N01
2338;7687;BINTANG JAYA MOTOR, CV;J10
2339;251;SINAR HARAPAN;C10
2340;1605;BENGKEL SETURAN;L01
2341;7931;LAMPUNG MOTOR IV;H2Z
2342;8948;YOGA MOTOR;B3Z
2343;1539;SURYA SARI II;H2Z
2344;11666;AGUNG UTAMA MOTOR;H2Z
2345;829;MLATI MOTOR;L01
2346;8726;CV SEI PAKNING MOTOR;B3Z
2347;2591;PAKARTI MOTOR;L01
2348;8808;PUTRA SAKTI JAYA;D2Z
2349;1143;LIZA MOTOR;G01
2350;2698;KARISMA MOTOR;M3Z
2351;13716;HIDAYAH TEKNIK MOTOR;M2Z
2352;12855;HENDRA MOTOR;M2Z
2353;12096;JENARDI JAYA;M2Z
2354;16744;NEW WAHYU MOTOR 1;M2Z
2355;8892;ENGGAL MULYO;M2Z
2356;8329;MYX JAYA MOTOR;M2Z
2357;7606;KENCANA MOTOR II;M2Z
2358;2626;DILLA JAYA MOTOR;M2Z
2359;1197;INTAN MOTOR;T10
2360;127;JAYA SAKTI SERVICE I;M2Z
2361;9944;SERBA GUNA MOTOR II;M3Z
2362;2634;MARGA KARTIKA MOTOR;M2Z
2363;11636;DIVA MOTOR;Q01
2364;15368;REJOSO MOTOR;M2Z
2365;8637;BERKAH MOTOR;L01
2366;6697;PARAKAN MOTOR;J20
2367;7546;BINTANG APOLLO MOTOR;B10
2368;6512;SINAR SERVIS;B10
2369;11822;BOY SERVICE;C3Z
2370;12197;BAYU MOTOR;M2Z
2371;4088;HONDA MAS;B3Z
2372;2789;HONDAINDO PERKASA - CAB.SIAK;B3Z
2373;4984;PERAWANG KENCANA MOTOR;D2Z
2374;8104;ABELINDO JAYA SAMUDRA (AJS);I3Z
2375;15928;SARANA MITRA SEJAHTERA ABADI;I3Z
2376;2688;MAKMUR BERKAT UNGGUL;I3Z
2377;16441;PERMATA;I3Z
2378;1002;PT WAHANAARTHA  RITELINDO;I3Z
2379;15078;SENTOSA SAKTI MOTOR THEHOK;E20
2380;1471;PAMULANG JAYA;I3Z
2381;822;CILEDUG  II;I3Z
2382;12091;TERUS JAYA;I3Z
2383;12277;MENTARI JAYA MOTOR;I3Z
2384;10133;OTISTA;I3Z
2385;9273;SUMBER JAYA 2;I3Z
2386;6680;MATRAMAN;I3Z
2387;6746;FERRA MOTOR (CABANG), UD;N01
2388;2009;SATHE SERVICE;C3Z
2389;1084;DUTA JAYA;I3Z
2390;941;SPANCA;I3Z
2391;16928;TEKNIK;B10
2392;410;PRAPATAN JAYA;I3Z
2393;12102;ADINA MOTOR;Q01
2394;15604;JJ ONE MOTOR;B3Z
2395;672;LAMBADA SERVICE;B3Z
2396;2263;SAUDARA SERVIS;C3Z
2397;1713;AAN MOTOR;D2Z
2398;12189;BAPAKE MOTOR;R5Z
2399;13210;CV. RAMBI MOTOR;R5Z
2400;9839;TEUKU UMAR MOTOR;W01
2401;2018;SOFAH MOTOR;R5Z
2402;14063;UD TEGUH KARYA ABADI;W01
2403;1362;CV. MITRA SETIA MOTOR;W01
2404;2164;HS. MOTOR;W01
2405;8759;MOTOR 88;W01
2406;901;HARTO MOTOR;W01
2407;15031;MESRAN UTAMA 2;W01
2408;7529;PASAR BARU MOTOR;W01
2409;1448;MAKMUR MOTOR, PD;W01
2410;8765;BENGKEL RAHMA;W01
2411;1021;HINDS MOTOR;L01
2412;13522;RAJAWALI MOTOR;W01
2413;7672;RANDI MOTOR;W01
2414;8764;SAKTI MOTOR;W01
2415;8208;RAHMAT MOTOR;W01
2416;1559;SURYA MOTOR;W01
2417;2122;USAHA BARU MOTOR;W01
2418;8258;SINAR MOTOR SAKTI;W01
2419;14089;PT DAYA ANUGRAH MANDIRI;L01
2420;7245;RAHAYU MOTOR;Z11
2421;9056;KIARA MAS MOTOR;J20
2422;15923;HAYFA MOTOR;T10
2423;9499;TIRAY MOTOR;T10
2424;15128;NANGA TAYAP MOTOR;Q01
2425;16865;SAMUDRA MOTOR;Q01
2426;15100;RATU SANDAI MOTOR 2;Q01
2427;12201;CV. BUDIANA;T10
2428;8619;MULIA JAYA MOTOR;T10
2429;11236;RIZKY MOTOR;Q01
2430;15652;ARENA MOTOR;Q01
2431;15361;DINASTY MOTOR;Q01
2432;1383;FERARI MOTOR;V2Z
2433;11101;CAHAYA ABADI;Q01
2434;2209;SITIARJO MOTOR;M2Z
2435;15838;UD ARFA MOTOR;N02
2436;509;MERPATI MOTOR;M3Z
2437;7079;PELANGI CERIA MOTOR;Q01
2438;6693;RAFFI MOTOR;H2Z
2439;1333;JAYA SAKTI MOTOR;H2Z
2440;736;SUMBER JAYA MOTOR;G02
2441;8641;SHINTA PRAPATAN;L01
2442;12905;PT. BINTANG KHARISMA JAYA;W01
2443;13046;CIKANDE MOTOR PALEMBANG;G01
2444;9194;RAJA MOTOR 2;H2Z
2445;8710;SURYA KENCANA MOTOR 2;H2Z
2446;9363;GRACELA MOTOR;H2Z
2447;1685;PT MITRA PANGLIMA SEJAHTERA;J20
2448;9040;BUDI JAYA MOTOR;M2Z
2449;8610;MOJO MOTOR;M2Z
2450;2256;SINGA MOTOR;N01
2451;6270;CITRA HONDA NUSANTARA, PT;B3Z
2452;16773;MULAWARMAN MOTOR;N01
2453;8350;ARAYA MOTOR;E20
2454;1176;SUMBER SARI;N01
2455;431;WIRA JAYA;W01
2456;1535;KUAT MOTOR;M2Z
2457;8997;LENCANA MOTOR;E20
2458;7627;BRONI MOTOR;E20
2459;4700;SAUDARA JAYA MAKMUR;L01
2460;6837;TRIO MOTOR;T10
2461;6929;INTI HARAPAN MOTOR;N01
2462;8919;WIDI MOTOR;N01
2463;636;RAJAWALI MOTOR;M2Z
2464;434;UTAMA MOTOR;N01
2465;1240;SAN MOTOR;G01
2466;15662;UTAMA MOTOR;G01
2467;1040;HEK;I3Z
2468;12788;CV TIAR FAMILY;J10
2469;12655;CAHYO PUTRO MOTOR;J20
2470;8090;PUTRA MOTOR;Q01
2471;1210;JAYA MAKMUR;I3Z
2472;2504;SAUDARA MOTOR;K0Z
2473;8998;DIAMOND MOTOR;E20
2474;8880;BUANA MOTOR;E20
2475;2555;HANA MOTOR;W01
2476;1445;USAHA JAYA MOTOR;W01
2477;2689;UTAMA SARI MOTOR;M2Z
2478;2052;HENCHIN MOTOR;M2Z
2479;12022;MEGAH II;M2Z
2480;1514;SURYA JAYA;M2Z
2481;10087;UP SMKN 2;H2Z
2482;1275;SINAR BARU MOTOR;M2Z
2483;875;NASIONAL MOTOR II;M2Z
2484;519;MOJOPAHIT MOTOR I;M2Z
2485;1047;RAHAYU MOTOR;L01
2486;1134;KARUNIA MOTOR;M2Z
2487;849;GONO MOTOR II;M2Z
2488;2724;KUMALA KARUNIA ABADI;G01
2489;1250;TUNAS KENCANA;N01
