No;Kode Dealer;Nama Dealer;Kode Main Dealer
2490;12450;RISKI MOTOR, UD;N02
2491;6668;WIJAYA MOTOR;R4Z
2492;4537;MERPATI MOTOR;L01
2493;1931;RIKY MOTOR;D2Z
2494;12072;MANAJEMEN ANDALAN TETAP PERKASA (KUTABUMI);I3Z
2495;15967;SANPRIMA SENTOSA;J10
2496;8733;HERU MOTOR;B3Z
2497;878;JATI MULYA;I3Z
2498;16214;BENGKEL ASRIREJO;U10
2499;15683;BAYU MOTOR;G01
2500;2048;SUMBER BARU MOTOR;M2Z
2501;2017;PARTO MOTOR;M3Z
2502;10289;PRIMA DEWATA MOTOR;N01
2503;13218;PT. MITRA PINASTHIKA MUSTIKA;D3Z
2504;9016;ANGSANA SETIA GUNA;I3Z
2505;10141;CENINGAN MOTOR;N01
2506;8694;PRISMA MOTOR;N01
2507;1111;NAGAMAS;I3Z
2508;7595;ANUGRAH MOTOR;G01
2509;7913;SEJAHTERA;J20
2510;7442;VITRIA MOTOR SERVICE;E20
2511;872;PT PANJI PUTERA PERDANA MOTOR;M2Z
2512;7630;BINTANG TIGA MOTOR;M2Z
2513;7287;ARIS MOTOR;W01
2514;7153;AHASS ANEKA INDAH;W01
2515;7785;KAMIL MOTOR;B10
2516;2015;BSC MOTOR;J10
2517;14099;CV VICTORY;G01
2518;1009;KAMAL I;I3Z
2519;7579;SEMPURNA;I3Z
2520;652;BIMA SAKTI;G01
2521;2077;HARUN MOTOR;H2Z
2522;7519;MITRA MAKMUR JAYA MANDIRI 2;I3Z
2523;626;AGUNG;I3Z
2524;7495;CIPINANG;I3Z
2525;578;WIN SERVIS;B3Z
2526;7607;INDOSTAR SUKSES MOTOR;B10
2527;6787;BALE HONDA SERVICE;L01
2528;743;MARINA MOTOR;U10
2529;8295;GLORYA MOTOR;U10
2530;8720;UDIN MOTOR;D2Z
2531;10712;TUAH AWAL SERVICE;D2Z
2532;7555;ANITA SEJAHTERA;I3Z
2533;16715;SUBAKEN ELMECH ANETTA;I3Z
2534;7851;HELMI MOTOR PUTRA;J10
2535;3912;HAMPARANORION HASILOPTIMAL, PT;B3Z
2536;8339;PT NUSANTARA SURYA SAKTI;U10
2537;609;ANGGADA;I3Z
2538;8042;PELANGI;I3Z
2539;850;RANDI I;I3Z
2540;2108;MINI MOTOR;M2Z
2541;8891;MUTIARA MOTOR;M3Z
2542;2620;TIARA MEGAH INDAH JAYA;M2Z
2543;14092;PATRIA ANUGERAH SENTOSA;E20
2544;7742;PELITA MOTOR;H2Z
2545;10142;TRISNA MOTOR II;G01
2546;8603;YAMAN MOTOR;G01
2547;7159;AYU LEMPUING MOTOR;G01
2548;7634;JATAYU;I3Z
2549;2637;TRIHUSADA;I3Z
2550;11593;UD RISMA MOTOR;N02
2551;1965;DHARMA UTAMA MOTOR;C10
2552;8170;ARTHA MAS;I3Z
2553;10337;BENGKEL YUDHATAMA MOTOR;L01
2554;1727;PRATAMA MOTOR;H2Z
2555;15649;FHARIS MOTOR;I3Z
2556;10086;GRACIA MOTOR;I3Z
2557;935;REMAJA MOTOR;G01
2558;9452;INDAH SAKTI IV;B10
2559;15844;UD KRISNA JAYA;N02
2560;10840;IQBAL MOTOR;Q01
2561;2113;KEMBAR PUTRA;H2Z
2562;6417;SEI PAKNING MOTOR;B3Z
2563;3599;DWITARA ABADI RAYA;M2Z
2564;9264;ADRS MOTOR;J10
2565;11768;FARA MOTOR;Q01
2566;3521;CITRA MOTOR;B10
2567;2261;BENGKEL WIBISONO;R4Z
2568;12182;ARSA MOTOR;G01
2569;1508;SRIKANDI MOTOR;M2Z
2570;13201;SPS MOTOR;V2Z
2571;1489;LANCAR MOTOR;M2Z
2572;923;MASON NARAJI;M3Z
2573;1792;TULEN   SERVIS;B3Z
2574;573;NAGA MAS;B3Z
2575;2682;SUBUR MOTOR RAYA;J10
2576;10236;JAYA MOTOR;Q01
2577;8592;CAHAYA BARU;Q01
2578;1826;WARGA JAYA;J10
2579;9314;GRAHA;I3Z
2580;507;RAHAYU ABADI MOTOR;M2Z
2581;8630;ANUGERAH SERVIS HONDA;B10
2582;8124;SURYA AMANDA MOTOR;J10
2583;1775;MARGACINTA MOTOR;J10
2584;8361;BAYU HIDAYA MOTOR;B10
2585;11592;UD BANGUN MOTOR;B10
2586;13863;CV SURYA GEMILANG MOTOR;M2Z
2587;9051;ASA MOTOR;D2Z
2588;6845;JELITA MOTOR;B3Z
2589;3465;CALISTA ALBA;M2Z
2590;12083;ARIES MOTOR PUTRA;M3Z
2591;9049;DIO MOTOR SERVICE;B3Z
2592;2327;GELORA  MOTOR;D2Z
2593;12856;CV. KALIDONI MOTOR%;G01
2594;1031;BINA KARYA;I3Z
2595;1691;HANOMAN;I3Z
2596;9050;CAPELLA SERVICE CENTRE;B3Z
2597;1029;RAMAYANA;I3Z
2598;1172;HARAPAN JAYA MOTOR;N01
2599;9509;PT MANAGEMENT ANDALAN TETAP PERKASA;I3Z
2600;12019;ADIRA MOTOR;G02
2601;9073;REZKY SERVIS;C3Z
2602;9700;LIBRA MOTOR;C10
2603;6518;KURNIA SERVIS;B10
2604;785;TUNGGUL SAKTI SEJAHTERA MULIA;K0Z
2605;15454;SRI REJEKI MOTOR II;M2Z
2606;2588;TRIO MOTOR;T10
2607;15367;EKAJAYA KARUNIA ABADI;M2Z
2608;1811;GEBANG JAYA SERVIS;B10
2609;1967;TRISNO MOTOR;B10
2610;1102;LAMBADA I SERVICE;B3Z
2611;13707;DIMAS MOTOR;M2Z
2612;13685;ABADI MOTOR;M2Z
2613;9034;FANY MOTOR;L01
2614;10030;PARIS MOTOR;G5Z
2615;13216;VICHA JAYA MOTOR;M2Z
2616;15939;DAYA ANUGERAH MANDIRI TELUK BETUNG;H2Z
2617;13062;MULYA ABADI MOTOR;H2Z
2618;13038;WIJAYA MANDIRI UTAMA;M2Z
2619;13034;REYRAF II;M2Z
2620;11637;MITRA HONDA;Q01
2621;1152;ZEBRA MOTOR;V2Z
2622;6802;SEMPURNA ABADI MOTOR;Q01
2623;12679;PAGU JAYA MOTOR;M2Z
2624;12658;CRYSTAN MOTOR;M2Z
2625;12007;MEGA MOTOR;M2Z
2626;12005;CENDANA MOTOR;M2Z
2627;1733;ANUGERAH MOTOR;M2Z
2628;10704;AHASS JUKE ABADI;M2Z
2629;10656;BINTANG MOTOR;M2Z
2630;10082;AHASS GAGATA MOTOR;M2Z
2631;8406;FERDY MOTOR;M2Z
2632;7755;BRAWIJAYA MOTOR II;M2Z
2633;1737;WAHYU MOTOR;M3Z
2634;1517;RAJAWALI;M2Z
2635;1462;NUR MOTOR;V2Z
2636;7841;FIRDAUS MOTOR;T10
2637;6626;GALUR HONDA SERVICE;L01
2638;1815;INSANI MOTOR;L01
2639;9302;BADAS MOTOR;M2Z
2640;9042;MITRA MOTOR;M2Z
2641;8609;UTAMA SARI II;M2Z
2642;8326;KAHEL MOTOR;M2Z
2643;8265;ANUGERAH;M2Z
2644;8260;KETINTANG MOTOR;M2Z
2645;8000;KENARI MOTOR;M2Z
2646;7247;TRIDJAYA MOTOR;J10
2647;2718;TIGA PUTRA MOTOR, UD;R4Z
2648;7655;KEPPO MOTOR;M2Z
2649;7654;NUSANTARA MOTOR;M2Z
2650;695;BUANA CHANDRA RAYA;L01
2651;11427;BHINNEKA GLORIA;H2Z
2652;7278;GATOT MOTOR;M2Z
2653;1028;MUTIARA MOTOR;V2Z
2654;7002;WIJAYA MITRA UTAMA, PT;M2Z
2655;129;BENGKEL TONGAN;M3Z
2656;6921;ANUGERAH MOTOR;M2Z
2657;6920;MANDIRI MOTOR;M2Z
2658;7430;RAKHMAD MOTOR;G01
2659;9149;CAHAYA MOTOR II;G02
2660;6800;BAROKAH II;M2Z
2661;12839;PT. BINTANG MULIA JAYA;G02
2662;6442;PUTRA ADAM;M2Z
2663;8681;SINAR MOTOR;L01
2664;2745;MANDIRI MOTOR;L01
2665;2726;DWITARA ABADI RAYA, PT;M2Z
2666;2632;MANNA MOTOR;M2Z
2667;2621;AGUNG MOTOR, UD;M2Z
2668;2247;CAHAYA MOTOR;M3Z
2669;2214;SI URIP MOTOR;M2Z
2670;1063;SURYA MOTOR;M3Z
2671;2246;TARUNA;M2Z
2672;2199;SUWAJI MOTOR;M2Z
2673;2196;HO MOTOR;M2Z
2674;2130;SUBUR MOTOR;M2Z
2675;13661;TUNASJAYA MEKARARMADA ;L01
2676;1046;NEW PRISSA;L01
2677;16385;ARMADA TUNASJAYA ABADI;W01
2678;1735;PITOE MOTOR;M3Z
2679;1983;YATINDO MOTOR;M2Z
2680;1799;CV JAYA TERANG;M2Z
2681;1796;ABC MOTOR;M2Z
2682;15927;CAPELLA DINAMIK NUSANTARA;D2Z
2683;15693;TUNAS DWIPA MATRA;G02
2684;11742;SURYA SIWA 2;Z11
2685;1378;RAYA MOTOR;E20
2686;1510;PUTRA PERDANA MANDIRI;M2Z
2687;1505;JAYA SAKTI II;M2Z
2688;2711;MERPATI MOTOR II;M2Z
2689;1180;KUTISARI INDAH MOTOR;M2Z
2690;8028;NAZMYRA, UD;B10
2691;7543;SPS MOTOR;L01
2692;974;SATRIA MOTOR;M3Z
2693;612;EMMA JAYA II;M2Z
2694;356;WAHYU MOTOR I;M2Z
2695;234;SAFARI MOTOR;M2Z
2696;230;PANDEGILING MOTOR;M2Z
2697;187;SS SAUDARA;M2Z
2698;167;BINTANG TIMUR MOTOR;M2Z
2699;117;SOETRISNO MOTOR;M2Z
2700;1469;SURYA ABADI;I3Z
2701;1423;JAYA SERVIS;B10
2702;7004;ROTELLA PERSADA MANDIRI;B10
2703;725;GAJAHMADA MOTOR;Q01
2704;14026;PT ARMADA TUNASJAYA ABADI;Q01
2705;10777;TUNGGAL JAYA MOTOR;Q01
2706;2186;REMAJA MOTOR;Q01
2707;10778;LANGGENG MOTOR;Q01
2708;2744;MULTI MOTOR;Q01
2709;12290;PD. PANCA MOTOR;Q01
2710;15006;MITRA PRATAMA;U10
2711;16031;SELAMET MOTOR;N01
2712;1169;HONDA SERVIS;B10
2713;15184;DAYA ANUGRAH MANDIRI;B10
2714;1580;PENTA INTI MANDIRI;I3Z
2715;1943;SIMPATI;I3Z
2716;1844;MANGGALA;I3Z
2717;8742;DUSIT;I3Z
2718;13029;CV SOBAT SEJATI AUTORINDO;I3Z
2719;319;BERINGIN SAKTI;I3Z
2720;10040;RIZA SERVIS;B10
2721;1892;PT WAHANAARHTA RITELINDO-GDGPANJANG;I3Z
2722;7621;CAHYA MOTOR;Q01
2723;15543;SINAR MOTOR;Q01
2724;1640;ALLADIN;I3Z
2725;1407;KAWAN SEJATI;I3Z
2726;1899;PUTRA LANGKAT II;B10
2727;5489;SUMBER PERINTIS JAYA II;B10
2728;751;INTAN PRIMA MOTOR MERAUKE;Z11
2729;2131;HORAS HONDA MOTOR;B10
2730;7075;FAMILI;I3Z
2731;9588;ANI MOTOR;Q01
2732;9063;WIRA MOTOR,UD;N01
2733;1831;CHANDI MOTOR;W01
2734;7260;CV. MURNI MOTOR III;J10
2735;6753;AKS MOTOR;B10
2736;6939;BANGUN SETIA PERKASA;U10
2737;10059;NASIONAL MOTOR;U10
2738;7336;TEMPILANG MOTOR;G5Z
2739;10960;GRAHA RAJA MOTOR 2;N02
2740;6924;ISTANA HONDA MOTOR;N02
2741;5596;SINAR RODAMAS;L01
2742;12312;INDOPROF MOTOR SEJATI;D2Z
2743;1458;LAMLO SERVIS;B10
2744;10702;BAROKAH MOTOR;H2Z
2745;8702;RYAN MOTOR;H2Z
2746;9832;MANIK TJAMPUHAN MOTOR, CV.;N01
2747;608;TUJUH LIMA SERVIS;B10
2748;7389;KENCANA MENGGALA PRASADA, PT;M2Z
2749;2204;ABDUL WACHID;M2Z
2750;2202;HIKMAH;M2Z
2751;11092;PT TDM TULANG BAWANG;H2Z
2752;157;HAZMY MOTOR;H2Z
2753;9831;WINDY MOTOR;N02
2754;357;BENGKEL AMBAR;M2Z
2755;11056;HONDA SALES OFFICE AMPENAN;N02
2756;277;SEMOGA JAYA TENGGARONG;R4Z
2757;5374;SEMOGA JAYA MELAK;R4Z
2758;12553;AVATAR OTO PERKASA, PT;D2Z
2759;9256;PERSADA MOTOR;K0Z
2760;706;SEMOGA JAYA;R4Z
2761;975;ARMADA I;I3Z
2762;9458;CV. ANUGERAH PERDANA;V2Z
2763;711;SEMOGA JAYA BONTANG;R4Z
2764;2888;SEMOGA JAYA GAM;R4Z
2765;15217;SEMOGA JAYA;R4Z
2766;276;SEMOGA JAYA TARAKAN;R4Z
2767;2824;PULAU DARMA MOTOR;Q01
2768;13524;PANCA MOTOR;Q01
2769;9642;JALA BINTANG MAKMUR;I3Z
2770;7088;PUTRA PRIMA;I3Z
2771;9732;ABADI JAYA MOTOR;J10
2772;1149;CANDRA MOTOR 2;G01
2773;2805;DWI MOTOR;G01
2774;11066;KAWAN MOTOR;G01
2775;15188;RADIKA MOTOR;N01
2776;11638;DINASTY;Q01
2777;15048;DELIMA MOTOR;T10
2778;8148;ASTRA MOTOR SORONG;Z11
2779;8823;RIDHO MOTOR;G01
2780;8879;DEBBY MOTOR;E20
2781;13326;PRIMA MUSTIKA ABADI;G01
2782;5063;PRIMA MOTOR ABADI;G01
2783;14033;GANI BALI;N01
2784;7066;JAYA HONDA MOTOR;G01
2785;1124;BINTANG SERVIS;B10
2786;13866;BINTANG KHARISMA JAYA;W01
2787;9252;SUKAMTO MOTOR;G01
2788;2574;PANCA MOTOR II ;Q01
2789;7635;JATAKE 2;I3Z
2790;6873;PT. BINTANG MOTOR JAYA;J10
2791;10146;CV. BINA PUTRA SANJAYA;B3Z
2792;15876;ACEH MOTOR;J10
2793;7160;NUGRAHA MOTOR;G01
2794;2227;PRACIKA MOTOR;G01
2795;9470;PELANGI BUANA MOTOR;U10
2796;2233;WAHYU MOTOR;W01
2797;11548;MODERN PLAJU;G01
2798;12597;NUSANTARA SAKTI SINGKUT;E20
2799;1223;SEMOGA JAYA SANGATTA;R4Z
2800;472;SINAR SAKTI MOTOR;G01
2801;3950;SEMOGA JAYA AGS;R4Z
2802;9728;DAM TASIKMALAYA;J10
2803;4450;TUNGGUL MITRA TERPERCAYA;K0Z
2804;8969;KAWI  INDAH III;I3Z
2805;10085;ANITA 2;I3Z
2806;9292;BAKTI PRATAMA;I3Z
2807;195;WIJAYA;I3Z
2808;12659;PENARA MOTOR;B3Z
2809;8044;SARANA JAYA;I3Z
2810;6901;WAHANAARTHA RITELINDO CIKANDE;I3Z
2811;12805;FAJAR TIMUR MOTOR;M2Z
2812;4308;KOKO JAYA PRIMA;W01
2813;8032;TATA MOTOR;J10
2814;11957;MEGAH;M2Z
2815;6355;TOKO SURYA MOTOR;M3Z
2816;2511;PANJI PUTRA HANJAYA III;M3Z
2817;1236;PRIMA NUSANTARA;B3Z
2818;8606;CAHAYA NIBUNG II;G01
2819;16796;BIMA SAKTI;G01
2820;4246;KURNIA ABADI USAHA MAKMUR;M2Z
2821;13855;PD PUTRA REMAJA;J10
2822;6508;ABADI SAKTI;H2Z
2823;12200;TDM TANJUNG BINTANG;H2Z
2824;1582;JEMBATAN BARU MOTOR, UD;R5Z
2825;7893;RAJAWALI CITRA MOTOR;C3Z
2826;7957;PT. HARIBARU GEMILANG;J10
2827;6702;PT WAHANAARTHA HARSAKA-BANDUNG;J10
2828;6304;GEMILANG ABADI, CV;J10
2829;130;HONDA JAYA;B3Z
2830;9946;ADITIAH MOTOR;R4Z
2831;5022;POLAJAYA PRIMA SENTOSA;K0Z
2832;9670;ALIRAN JAYA MAKMUR;C3Z
2833;7676;BRATTA SERVIS;C3Z
2834;1413;SERVICE HONDA SUROBAYAN;K0Z
2835;6863;RAHAYU MOTOR;K0Z
2836;9827;LANGGAN PUTRA GUNA;K0Z
2837;1564;RADO MOTOR;K0Z
2838;6714;PELITA MOTOR;K0Z
2839;1881;DENU MOTOR;J10
2840;6887;PUTRA INDO JAYA MOTOR;B10
2841;13839;SATRIA MAKMUR SEJAHTERA;J10
2842;9193;MANAJEMEN ANDALAN TETAP PERKASA;I3Z
2843;3381;BUDI MOTOR;I3Z
2844;407;KARYA UTAMA;G01
2845;11572;SELARAS MAJU SENTOSA;J20
2846;8963;FALLAS MOTOR;J20
2847;7911;TANARA MOTOR;J20
2848;13727;CV HONDA PRIMA JAYA;B3Z
2849;8874;EFFRADA MAS ANUGRAH;G5Z
2850;8025;HENDRA MOTOR;N01
2851;2563;TOKO REMAJA MOTOR;N01
2852;946;MEULABOH S. CENTRE;B3Z
2853;9878;NUSANTARA SAKTI;K0Z
2854;1018;POLAJAYA PRIMA SENTOSA;K0Z
2855;2635;JAYA MOTOR;K0Z
2856;15215;PT. DAYA ANUGRAH MANDIRI;W01
2857;6532;ISTANA MOTOR;V2Z
2858;4159;JAYA HONDA MOTOR;G01
2859;9071;AYAKO SERVIS;C3Z
2860;15532;PT. ARMADA TUNASJAYA ABADI;R4Z
2861;2258;DWI PUTRA;R4Z
2862;770;RIAH SERVICE;B3Z
2863;7739;SRIKANDI MULIA MOTOR;J10
2864;8607;RAMA MOTOR;G02
2865;12185;TRIO MOTOR PANGKALANBUN;T10
2866;7516;SATRIA MOTOR;E20
2867;1310;UDIN SERVICE;E20
2868;154;HONDA SENTOSA;E20
2869;2163;JULIA MOTOR;B3Z
2870;1545;IQBAL PRAKOSO MOTOR;E20
2871;10664;ANA MOTOR;E20
2872;9366;CV. SALAHUTU JAYA MOTOR;W01
2873;13761;SUMBER REJEKIJABAR;J10
2874;11769;CHELSEA MOTOR;D3Z
2875;10334;PT.MAJU MAKMUR PERKASA;J10
2876;10608;PT DAYA ANUGRAH MANDIRI;J10
2877;7559;CARAKA WENING GALIH;J10
2878;12808;ARMADA TUNAS JAYA - SINGKAWANG;Q01
2879;9874;WIRA SUKSES MOTOR;B3Z
2880;7589;RAHMAT MOTOR;B3Z
2881;12138;PT. PATTRA SARANA;D2Z
2882;9112;RHEZA JAYA MOTOR, UD;W01
2883;13903;PT BANGKA BELITUNG MOTOR;G5Z
2884;13170;MITRA PRIMA LESTARI;B10
2885;9842;SAHABAT SERVIS;B10
2886;6836;SONGGO DUO MOTOR;G02
2887;15003;DAYA ANUGRAH MANDIRI;D3Z
2888;2747;PT. POLAJAYA PRIMA SENTOSA;K0Z
2889;10058;DRAYA TRIPUTRA;W01
2890;11644;SURYA LESTARI MOTOR;H2Z
2891;6216;DWIPA JAYA MOTOR;W01
2892;1481;VICTORY MOTOR II;M2Z
2893;13429;MANAJEMEN ANDALAN TETAP / MANTAP MOTOR;I3Z
2894;804;HARAPAN MOTOR I;G02
2895;7895;ILIRAN JAYA SERVIS;C3Z
2896;9589;SUN MOTOR;G02
2897;9231;TIGA KARYA MOTOR;J10
2898;8929;HIDAYAH SERVIS;C3Z
2899;1621;SURABAYA MOTOR;J10
2900;10713;SONY WORKSHOP;B3Z
2901;12707;PT.CAHAYA SAKTI CHANDRA MOTOR;K0Z
2902;13364;PAMEUNGPEUK MOTOR;J10
2903;2068;POJOK SERVICE;D3Z
2904;7427;PALAPA MOTOR;D3Z
2905;8939;AZIS MOTOR;D3Z
2906;9144;GUNA JAYA MOTOR;N01
2907;3304;BADORAY SEROJA;E20
2908;12175;GEMILANG MOTOR;G01
2909;8626;TRIO MOTOR PELAIHARI;T10
2910;13729;PT TRI DUNIA GUNA ARTHA;D3Z
2911;7563;MANDIRI SEJAHTERA;B3Z
2912;12627;MARINA JAYA;U10
2913;3523;CAHAYA INDOTAMA;L01
2914;10330;CV.SINAR INTAN MOTOR;J10
2915;7945;PARIT TIGA MOTOR;G5Z
2916;3468;CDN - SO.TANJUNG PINANG;B3Z
2917;9826;JATI MAKMUR ABADI;I3Z
2918;8721;SUBAYANG MOTOR;D2Z
2919;643;GAJAH MADA MOTOR;M2Z
2920;2594;SINAR SAKTI MOTOR;L01
2921;1649;BUANA CHANDRA JAYA;L01
2922;3377;BUDI MOTOR II -  KAMAL;I3Z
2923;13768;NEW JEJEN MOTOR;C10
2924;13625;ANDICO KARYA PRIMA;J10
2925;1558;KS. MOTOR;W01
2926;12101;ALAM MOTOR;N02
2927;8337;REYRAF MOTOR;M2Z
2928;12504;AL RAHMAH MOTOR;M2Z
2929;9262;PANJI BRATA MOTOR;J10
2930;3980;HOMDAINDO PERKASA;B3Z
2931;2825;BHINNEKA MOTOR UTAMA;H2Z
2932;1702;PODOMORO;H2Z
2933;8259;EKA JAYA MOTOR;W01
2934;890;SUPER MOTOR;W01
2935;13409;PT. CIPTA REZEKI BERSAMA;B3Z
2936;1991;FEDERAL MOTOR;W01
2937;14021;PT DAYA ANUGERAH MANDIRI;Q01
2938;6384;PUTRA REMAJA;J10
2939;2643;MAWAR MOTOR;J10
2940;7648;DUNIA MEGAH MOTOR;M2Z
2941;2057;SERBA MURNI SERVIS;B10
2942;6642;LANGGENG JATIUTOMO;K0Z
2943;10303;PT DRAYA TRIPUTRA;W01
2944;2286;SERBA SERVIS;B10
2945;1947;IKA MOTOR;B3Z
2946;12094;PARANG MOTOR;M2Z
2947;1292;SAMUDERA MOTOR;M2Z
2948;9003;WIJAYA MOTOR;K0Z
2949;9117;AULIA MOTOR;W01
2950;7165;WAHANAARTHA RITELINDO CISOKA;I3Z
2951;1477;NURI MURA MOTOR;M2Z
2952;4204;JAYA ABADI MOTOR II;M2Z
2953;2527;A-NYAUW MOTOR;M2Z
2954;8093;MANDIRI SENTOSA;M2Z
2955;7383;ANVI MOTOR;E20
2956;11429;ADI KARYA UTAMA SERVICE;B3Z
2957;3332;BINTANG JAYA;B10
2958;2201;STAR;M2Z
2959;6500;PT SETIA UTAMA MOTOR;M2Z
2960;10667;SANJAYA MOTOR;L01
2961;8014;MITRA JASUKA;M2Z
2962;1750;SARI MOTOR;M2Z
2963;6414;SERBA JAYA MOTOR;W01
2964;2053;JAGALAN;M2Z
2965;4296;KANAAN JAYA RAYA MOTOR;I3Z
2966;1187;BUANA CHANDRA RAYA II;L01
2967;8336;THIMOTY MOTOR;M2Z
2968;7632;DUNIA MOTOR;M2Z
2969;11513;GEMILANG KIAN TEGUH;J10
2970;7824;CITRA PERKASA MOTOR;M2Z
2971;9599;HAKA MITRA SELARAS ABADI;I3Z
2972;198;KARYA MOTOR 1;J10
2973;2757;99 MOTOR;J10
2974;1301;BATU JAYA MOTOR;J10
2975;1593;ALPINA SERVICE;C3Z
2976;7696;SETIA INTI PRIMA;J10
2977;13613;SUMBER MOTOR;G01
2978;196;BUDI AGUNG;J10
2979;1486;TRIMAN JAYA MOTOR;M2Z
2980;2611;MITRA KENCANA PERKASA;M2Z
2981;7387;ADI MOTOR;K0Z
2982;1770;ACID MOTOR;J10
2983;10143;PD.BERKAH JAYA MOTOR;J10
2984;473;AHMAD MOTOR;J10
2985;2020;BINTANG TERANG;M2Z
2986;1851;YAGI MOTOR;J10
2987;8261;HIDAYAH TEKNIK;M2Z
2988;9319;SINAR MULYA, UD;M2Z
2989;2666;LUCKY SERVIS;B3Z
2990;1714;UTAMA SERVICE;B3Z
2991;2220;ABADI MOTOR;J10
2992;12314;BANDONGAN MOTOR, CV;L01
2993;12434;LINTANG MOTOR;M2Z
2994;10045;SENTRAL MOTOR TORAJA;W01
2995;1850;PD PUTRA REMAJA;J10
2996;1533;JAWA HONDA MOTOR;M2Z
2997;7829;ANUGRAH PRIMA HONDA MOTOR;B10
2998;4316;KENCANA MENGGALA PRASADA;M2Z
2999;10710;DRAYA TRIPUTRA;W01
3000;10651;UD. TIARA MOTOR SERVIS;B10
3001;8412;ANA SERVICE;D2Z
3002;1974;SAUDARA MOTOR;H2Z
3003;4315;KENCANA MENGGALAPRIMA;M2Z
3004;1279;KRESNA;I3Z
3005;6755;SENTOSA JAYA MOTOR;J10
3006;7892;PT NUANSA INDAH PRATAMA;I3Z
3007;6412;PRIMA JAYA MOTOR II;H2Z
3008;8069;RATU MOTOR;G01
3009;1615;CS MOTOR;J10
3010;6497;MULTAZAM MOTOR;W01
3011;8207;EWAKO HONDA MOTOR;W01
3012;13700;CAPELLA SERVICE CENTRE;D2Z
3013;10715;ZULF MOTOR;R4Z
3014;9006;BINTANG MOTOR BINTUHAN;G01
3015;1638;YUDISTIRA;I3Z
3016;2265;BORNOF SERVIS;C3Z
3017;6334;BHINNEKA MOTOR I;H2Z
3018;1861;WAWAN BINTANG MOTOR;W01
3019;7695;CITRA NUGRAHA;J10
3020;10942;CAHAYA SM MOTOR;C3Z
3021;1926;PT. NUSANTARA SAKTI;L01
3022;8167;PODO MORO SERVIS;B10
3023;12795;CAHAYA KRIDA;V2Z
3024;7384;YUS MOTOR;B10
3025;6812;UTAMA MOTOR;G01
3026;9328;RYAN MOTOR;G01
3027;1376;PILAR MAS MOTOR;M2Z
3028;4841;PT. NUSANTARA SURYA SAKTI;W01
3029;1652;SUMBER BARU;L01
3030;2543;DIAN MOTOR;K0Z
3031;1914;PD MOTOR KITA;Q01
3032;4174;JAKARTA MOTOR;G5Z
3033;13379;ANDICO KARYA PRIMA;J10
3034;12660;MICHELIN GLOBE;D2Z
3035;11846;SENTRAL MOTOR MAMUJU;W01
3036;1860;SENTRAL MOTOR PALOPO;W01
3037;6798;DINAMIKA;M2Z
3038;4221;KAISAR MOTOR;W01
3039;2787;TOKO KARYA REJEKI MOTOR;K0Z
3040;8787;ARIVAN MOTOR BARU;B3Z
3041;1335;SERVICE HONDA SLAWI;K0Z
3042;13162;KAWAN SETIA MOTOR;Q01
3043;12202;BUMI BARU SEJAHTERA MOTOR;V2Z
3044;2091;HARAPAN MOTOR BARU;K0Z
3045;6978;CV BENJOYO;J10
3046;6028;UTAMA MOTOR;G02
3047;11013;ASTRA MOTOR BLORA;K0Z
3048;6646;TRIO MOTOR PURUK CAHU;T10
3049;10306;PT ARMADA TUNAS JAYA;L01
3050;1562;LANGGENG JATIUTOMO;K0Z
3051;1405;PRIMA MUWARDI, UD;I3Z
3052;11389;FAJAR MOTOR SERUI;Z11
3053;12018;ATHA JAYA MOTOR;H2Z
3054;2644;MADJU MOTOR;V2Z
3055;7078;BONE INDAH MOTOR;Z11
3056;110;BEGONIA MOTOR;K0Z
3057;8033;ARTHA MOTOR;J10
3058;10642;PT NUSANTARA SURYA SAKTI;W01
3059;8695;HARAPAN MOTOR;V2Z
3060;1814;SUPRA HONDA SOLO;K0Z
3061;7701;SUMBER MAPAN SUKSES, PT;I3Z
3062;10293;ASZA MOTOR 2;K0Z
3063;9879;MOTOCLINIC;K0Z
3064;9108;SHABIRA MOTOR;G01
3065;1259;SINAR BUANA MOTOR;N01
3066;892;BINTANG MOTOR;G01
3067;9052;FAISAL MOTOR;Z11
3068;3557;PARANAMAS;I3Z
3069;9085;BERUTU BENGKEL;B10
3070;7837;LION MOTOR;V2Z
3071;3119;AYU LEMPUING MOTOR;G01
3072;12437;SATRIA JAYA MOTOR;I3Z
3073;221;COLOMBO MOTOR;L01
3074;13142;PT. PUTRA LEDONG SEJATI;B10
3075;7784;SEDERHANA MOTOR SERVIS;B10
3076;10936;HH SERVIS;D2Z
3077;3398;BINA PUTRA SANJAYA;B3Z
3078;12552;PUTRA SULAWESI SEJATI PERKASA, PT;U10
3079;11667;PT SETIA UTAMA MOTOR;I3Z
3080;13400;PT. ANDICO KARYA PRIMA;H2Z
3081;8784;CIKAJANG MOTOR 2;J10
3082;1938;AREMA MOTOR;G02
3083;7524;REJEKI MOTOR;N02
3084;212;TOKO GLORIA MOTOR;K0Z
3085;715;TUNAS MUDA MOTOR;H2Z
3086;10015;AHOK JAYA MOTOR;E20
3087;1949;PD. PANCA MOTOR I;Q01
3088;9188;JULI MOTOR;G02
3089;8882;ABUN THAI;Q01
3090;7666;METEOR MOTOR;Q01
3091;2675;EKA SAKTI,CV;J10
3092;877;PT. MARANU ABADI;W01
